813	2101
1306	2101
1224	2101
810	2101
811	2101
6220	2101
595	2101
6221	2101
215	2101
216	2101
217	2101
218	2101
219	2101
485	2101
221	2101
810	2101
811	2101
812	2101
813	2101
218	2101
219	2101
485	2101
639	2101
1306	2101
1224	2101
810	2101
811	2101
6220	2101
595	2101
6221	2101
1209	2101
6667	2101
30815	2101
7565	2101
1906	2101
13485	2101
13486	2101
32518	2101
46	2101
1519	2101
1164	2101
4027	2101
4028	2101
9447	2101
5550	2101
14539	2101
9446	2101
15	2101
448	2101
5552	2101
204	2101
60	2101
61	2101
62	2101
1483	2101
2222	2101
21550	2101
1472	2101
1152	2101
362	2101
2985	2101
1540	2101
1541	2101
2071	2101
6886	2101
46	2101
1480	2101
2222	2101
1547	2101
595	2101
652	2101
1282	2101
30815	2101
7565	2101
1906	2101
13485	2101
13486	2101
32518	2101
2291	2101
4454	2101
1205	2101
3592	2101
6283	2101
4589	2101
6226	2101
584	2101
11690	2101
3503	2101
1776	2101
191	2101
540	2101
1570	2101
26197	2101
4311	2101
378	2101
1288	2101
2924	2101
896	2101
5039	2101
1776	2101
46	2101
22	2101
10481	2101
10482	2101
399	2101
1325	2101
43	2101
7565	2101
1906	2101
13485	2101
13486	2101
36020	2101
32518	2101
376	2101
16878	2101
2935	2101
30815	2101
2038	2101
1396	2101
604	2101
1309	2101
223	2101
937	2101
810	2101
811	2101
1209	2101
2841	2101
1887	2101
3592	2101
3593	2101
3268	2101
3594	2101
15	2101
1710	2101
5443	2101
5803	2101
6272	2101
732	2101
30815	2101
7565	2101
1906	2101
13485	2101
13486	2101
32518	2101
15	2101
3259	2101
1582	2101
6275	2101
1817	2101
2409	2101
2410	2101
1519	2101
7565	2101
1906	2101
13485	2101
13486	2101
29063	2101
9446	2101
1458	2101
3259	2101
12093	2101
3592	2101
1280	2101
1763	2101
8086	2101
30815	2101
32518	2101
5614	2101
1126	2101
1274	2101
2113	2101
13255	2101
131	2101
7565	2101
1906	2101
13485	2101
13486	2101
13667	2101
3418	2101
283	2101
977	2101
3264	2101
1493	2101
3418	2101
283	2101
977	2101
12424	2101
6178	2101
6179	2101
554	2101
11071	2101
9446	2101
29063	2101
15403	2101
5638	2101
3712	2101
7287	2101
639	2101
1126	2101
1274	2101
2113	2101
13255	2101
46	2101
87	2101
1906	2101
5638	2101
12068	2101
7565	2101
1906	2101
13485	2101
13486	2101
5655	2101
13023	2101
47359	2101
399	2101
10008	2101
71341	2101
9446	2101
1866	2101
5638	2101
12093	2101
13023	2101
47359	2101
12050	2101
15773	2101
7565	2101
1906	2101
13485	2101
13486	2101
6350	2101
87	2101
1906	2101
3099	2101
185	2101
3061	2101
3825	2101
12242	2101
770	2101
48	2101
8372	2101
17112	2101
4237	2101
9446	2101
15	2101
7565	2101
1906	2101
13485	2101
13486	2101
29063	2101
6278	2101
5520	2101
1916	2101
7173	2101
46	2101
787	2101
6288	2101
1921	2101
838	2101
13070	2101
1331	2101
732	2101
1126	2101
1274	2101
2113	2101
13255	2101
3107	2101
87	2101
1906	2101
30815	2101
7565	2101
1906	2101
13485	2101
13486	2101
32518	2101
604	2101
5443	2101
6286	2101
36053	2101
912	2101
5736	2101
2322	2101
413	2101
12099	2101
15	2101
604	2101
3248	2101
12100	2101
6281	2101
5430	2101
2274	2101
843	2101
2275	2101
191	2101
1874	2101
191	2101
283	2101
6325	2101
71342	2101
12771	2101
1460	2101
1279	2101
1333	2101
283	2101
14113	2101
21630	2101
7639	2101
9446	2101
6692	2101
63	2101
6295	2101
12057	2101
71343	2101
1863	2101
8272	2101
1545	2101
66855	2101
595	2101
730	2101
604	2101
1709	2101
1151	2101
1515	2101
2768	2101
3503	2101
1776	2101
1458	2101
399	2101
1462	2101
15	2101
1460	2101
1461	2101
1490	2101
1833	2101
12887	2101
3157	2101
46	2101
3803	2101
30815	2101
32518	2101
719	2101
595	2101
652	2101
1519	2101
1164	2101
4027	2101
4028	2101
5550	2101
14539	2101
13270	2101
9447	2101
11	2101
705	2101
1164	2101
4027	2101
4028	2101
1869	2101
1213	2101
3130	2101
15	2101
1674	2101
4877	2101
34456	2101
3887	2101
34457	2101
4778	2101
6672	2101
905	2101
283	2101
6350	2101
12771	2101
1381	2101
604	2101
1329	2101
2502	2101
5424	2101
1339	2101
6272	2101
732	2101
30815	2101
1164	2101
4027	2101
4028	2101
9447	2101
15	2101
1282	2101
1582	2101
24	2101
283	2101
191	2101
906	2101
1182	2101
11	2101
646	2101
7187	2101
3599	2101
46	2101
11151	2101
905	2101
167	2101
1211	2101
63	2101
5994	2101
1164	2101
4027	2101
4028	2101
9447	2101
3484	2101
18591	2101
9446	2101
3515	2101
2847	2101
9002	2101
2113	2101
71344	2101
71345	2101
71346	2101
399	2101
1519	2101
1279	2101
5602	2101
446	2101
2038	2101
838	2101
3592	2101
6288	2101
21034	2101
46	2101
13070	2101
1331	2101
5443	2101
5803	2101
10637	2101
33321	2101
5614	2101
732	2101
6156	2101
6157	2101
10779	2101
274	2101
10780	2101
5514	2101
5813	2101
46	2101
2322	2101
2129	2101
1240	2101
1164	2101
4027	2101
4028	2101
5797	2101
5798	2101
5799	2101
5800	2101
5801	2101
595	2101
652	2101
56	2101
57	2101
2408	2101
1483	2101
2222	2101
21550	2101
1472	2101
51	2101
18272	2101
1526	2101
19143	2101
1329	2101
9445	2101
1164	2101
4027	2101
4028	2101
469	2101
2071	2101
1407	2101
4150	2101
399	2101
1856	2101
7187	2101
1472	2101
2443	2101
485	2101
3655	2101
11366	2101
1182	2101
11	2101
7156	2101
9960	2101
1863	2101
4056	2101
368	2101
1483	2101
2222	2101
21550	2101
849	2101
3260	2101
1339	2101
732	2101
60358	2101
2035	2101
841	2101
29	2101
724	2101
844	2101
60	2101
61	2101
62	2101
1008	2101
604	2101
1234	2101
2035	2101
7344	2101
7149	2101
3592	2101
2856	2101
13376	2101
669	2101
1483	2101
2222	2101
21550	2101
1472	2101
4718	2101
8479	2101
12962	2101
1197	2101
6672	2101
1483	2101
23958	2101
28076	2101
46	2101
1483	2101
1472	2101
9971	2101
784	2101
1329	2101
1472	2101
841	2101
1906	2101
1472	2101
3268	2101
844	2101
5522	2101
838	2101
9967	2101
1472	2101
1874	2101
9445	2101
2222	2101
1472	2101
843	2101
12966	2101
838	2101
223	2101
2862	2101
11809	2101
3599	2101
732	2101
3261	2101
5401	2101
3969	2101
191	2101
399	2101
15	2101
1197	2101
446	2101
1472	2101
7060	2101
33323	2101
9748	2101
1490	2101
732	2101
9389	2101
8995	2101
1472	2101
15	2101
1460	2101
2200	2101
5514	2101
6313	2101
1197	2101
2138	2101
210	2101
7156	2101
9960	2101
1863	2101
4056	2101
1329	2101
9967	2101
46	2101
1483	2101
2222	2101
21550	2101
1472	2101
12971	2101
838	2101
2893	2101
4482	2101
4483	2101
195	2101
977	2101
9603	2101
399	2101
5432	2101
2222	2101
29529	2101
1547	2101
2985	2101
7168	2101
849	2101
7590	2101
4024	2101
29391	2101
29392	2101
399	2101
1211	2101
4029	2101
2035	2101
8956	2101
1757	2101
1472	2101
1164	2101
4027	2101
4028	2101
2699	2101
3655	2101
3656	2101
1748	2101
1333	2101
1439	2101
2035	2101
8956	2101
15	2101
1483	2101
1471	2101
46	2101
1472	2101
365	2101
595	2101
411	2101
2138	2101
29	2101
1212	2101
3580	2101
2352	2102
33528	2102
11729	2102
589	2102
12861	2102
71347	2102
2658	2102
4093	2102
219	2102
554	2102
639	2102
17995	2102
17192	2102
5111	2102
71348	2102
3627	2102
3628	2102
3629	2102
2564	2102
10342	2102
283	2102
2352	2102
33528	2102
11729	2102
1010	2102
589	2102
